Date,Open,High,Low,Close,Volume,Adj Close
9/26/17,37.945,38.48,37.922501,38.285,146640000,36.538574
9/27/17,38.450001,38.68,38.384998,38.557499,102016800,36.798649
9/28/17,38.4725,38.57,38.174999,38.32,88022000,36.57198
9/29/17,38.302502,38.532501,38,38.529999,105199200,36.772392
10/2/17,38.564999,38.612499,38.18,38.452499,74795200,36.698429
10/3/17,38.502499,38.772499,38.477501,38.619999,64921200,36.858295
10/4/17,38.407501,38.465,38.115002,38.369999,80655200,36.619701
10/5/17,38.544998,38.860001,38.512501,38.8475,85135200,37.07542
10/6/17,38.7425,38.872501,38.639999,38.825001,69630400,37.053932
10/9/17,38.952499,39.182499,38.872501,38.959999,65051600,37.182777
10/10/17,39.014999,39.5,38.775002,38.974998,62468000,37.197086
10/11/17,38.9925,39.244999,38.9375,39.137501,67622400,37.352184
10/12/17,39.087502,39.342499,38.932499,39,64500400,37.220959
10/13/17,39.182499,39.32,39.102501,39.247501,65576800,37.457169
10/16/17,39.474998,40,39.412498,39.970001,96486000,38.146713
10/17/17,39.945,40.217499,39.807499,40.1175,75989200,38.287483
10/18/17,40.105,40.177502,39.900002,39.939999,65496800,38.11808
10/19/17,39.1875,39.27,38.755001,38.994999,170336800,37.216187
10/20/17,39.1525,39.4375,38.990002,39.0625,95896400,37.280605
10/23/17,39.2225,39.422501,38.875,39.0425,87937200,37.261513
10/24/17,39.072498,39.355,39.049999,39.275002,71028800,37.48341
10/25/17,39.227501,39.387501,38.817501,39.102501,84828400,37.318779
10/26/17,39.307499,39.4575,39.195,39.352501,68002000,37.557373
10/27/17,39.822498,40.900002,39.674999,40.762501,177816800,38.903057
10/30/17,40.9725,42.017502,40.93,41.68,178803200,39.778709
10/31/17,41.974998,42.412498,41.735001,42.259998,144187200,40.332249
11/1/17,42.467499,42.485001,41.4025,41.7225,134551200,39.81926
11/2/17,41.650002,42.125,41.32,42.0275,165573600,40.110352
11/3/17,43.5,43.564999,42.779999,43.125,237594400,41.157791
11/6/17,43.092499,43.747501,42.93,43.5625,140105200,41.575329
11/7/17,43.477501,43.8125,43.400002,43.702499,97446000,41.708946
11/8/17,43.665001,44.060001,43.5825,44.060001,97638000,42.050133
11/9/17,43.7775,44.025002,43.285,43.970001,117930400,41.964245
11/10/17,43.7775,43.845001,43.567501,43.6675,100582000,41.825359
11/13/17,43.375,43.625,43.349998,43.4925,67928400,41.657742
11/14/17,43.259998,43.369999,42.794998,42.834999,99130000,41.027977
11/15/17,42.4925,42.580002,42.095001,42.27,116632400,40.486816
11/16/17,42.794998,42.967499,42.575001,42.775002,94550000,40.970509
11/17/17,42.759998,42.8475,42.41,42.537498,87598000,40.743034
11/20/17,42.572498,42.639999,42.389999,42.494999,65049600,40.702328
11/21/17,42.695,43.424999,42.695,43.285,100525200,41.459
11/22/17,43.34,43.75,43.262501,43.740002,102355600,41.894806
11/24/17,43.775002,43.875,43.662498,43.7425,56106800,41.897202
11/27/17,43.762501,43.77,43.334999,43.522499,82867200,41.686478
11/28/17,43.575001,43.717499,42.965,43.267502,105715200,41.442242
11/29/17,43.157501,43.23,41.790001,42.369999,166665600,40.5826
11/30/17,42.607498,43.035,42.110001,42.962502,166108800,41.150101
12/1/17,42.487499,42.9175,42.125,42.762501,159037200,40.958542
12/4/17,43.119999,43.154999,42.407501,42.450001,130169600,40.659222
12/5/17,42.264999,42.880001,42.099998,42.41,109400800,40.620907
12/6/17,41.875,42.549999,41.615002,42.252499,114240000,40.470047
12/7/17,42.2575,42.610001,42.227501,42.330002,102693200,40.544289
12/8/17,42.622501,42.75,42.205002,42.342499,93420800,40.556255
12/11/17,42.299999,43.2225,42.197498,43.1675,141095200,41.346455
12/12/17,43.037498,43.0975,42.865002,42.924999,77636800,41.114178
12/13/17,43.125,43.384998,43,43.067501,95273600,41.250671
12/14/17,43.099998,43.282501,42.912498,43.055,81906000,41.238701
12/15/17,43.407501,43.5425,43.115002,43.4925,160677200,41.657742
12/18/17,43.720001,44.299999,43.715,44.105,117684400,42.244408
12/19/17,43.7575,43.8475,43.522499,43.634998,109745600,41.794235
12/20/17,43.717499,43.855,43.3125,43.587502,93902400,41.748737
12/21/17,43.5425,44.005001,43.525002,43.752499,83799600,41.906773
12/22/17,43.669998,43.855,43.625,43.752499,65397600,41.906773
12/26/17,42.700001,42.8675,42.419998,42.642502,132742000,40.843605
12/27/17,42.525002,42.695,42.427502,42.650002,85992800,40.850788
12/28/17,42.75,42.962502,42.619999,42.77,65920800,40.965725
12/29/17,42.630001,42.647499,42.305,42.307499,103999600,40.522732
1/2/18,42.540001,43.075001,42.314999,43.064999,102223600,41.248272
1/3/18,43.1325,43.637501,42.990002,43.057499,118071600,41.241089
1/4/18,43.134998,43.3675,43.02,43.2575,89738400,41.432659
1/5/18,43.360001,43.842499,43.262501,43.75,94640000,41.904385
1/8/18,43.587502,43.9025,43.482498,43.587502,82271200,41.748737
1/9/18,43.637501,43.764999,43.352501,43.5825,86336000,41.74395
1/10/18,43.290001,43.575001,43.25,43.572498,95839600,41.73436
1/11/18,43.647499,43.872501,43.622501,43.82,74670800,41.97142
1/12/18,44.044998,44.34,43.912498,44.272499,101672400,42.404835
1/16/18,44.474998,44.8475,44.035,44.047501,118263600,42.189331
1/17/18,44.037498,44.8125,43.767502,44.775002,137547200,42.886143
1/18/18,44.842499,45.025002,44.5625,44.814999,124773600,42.924458
1/19/18,44.6525,44.895,44.352501,44.615002,129700400,42.732887
1/22/18,44.325001,44.445,44.150002,44.25,108434400,42.383293
1/23/18,44.325001,44.860001,44.205002,44.259998,130756400,42.392864
1/24/18,44.3125,44.325001,43.299999,43.555,204420400,41.717602
1/25/18,43.627499,43.737499,42.6325,42.7775,166116000,40.972904
1/26/18,43,43,42.514999,42.877499,156572000,41.068687
1/29/18,42.540001,42.540001,41.767502,41.990002,202561600,40.218624
1/30/18,41.3825,41.842499,41.174999,41.7425,184192800,39.981571
1/31/18,41.717499,42.110001,41.625,41.857498,129915600,40.091717
2/1/18,41.7925,42.154999,41.689999,41.945,188923200,40.175529
2/2/18,41.5,41.700001,40.025002,40.125,346375200,38.432304
2/5/18,39.775002,40.970001,39,39.122501,290954000,37.472095
2/6/18,38.7075,40.93,38.5,40.7575,272975200,39.03812
2/7/18,40.772499,40.849998,39.767502,39.884998,206434400,38.202431
2/8/18,40.072498,40.25,38.7575,38.787498,217562000,37.151226
2/9/18,39.267502,39.4725,37.560001,39.102501,282690400,37.605637
2/12/18,39.625,40.9725,39.377499,40.677502,243278000,39.120346
2/13/18,40.487499,41.1875,40.412498,41.084999,130196800,39.512245
2/14/18,40.759998,41.884998,40.720001,41.842499,162579600,40.240749
2/15/18,42.447498,43.272499,42.25,43.247501,204588800,41.591965
2/16/18,43.09,43.705002,42.942501,43.107498,160704400,41.457321
2/20/18,43.012501,43.564999,42.855,42.962502,135722000,41.317875
2/21/18,43.2075,43.529999,42.752499,42.767502,149886400,41.130344
2/22/18,42.950001,43.487499,42.927502,43.125,123967600,41.474155
2/23/18,43.4175,43.912498,43.384998,43.875,135249600,42.19545
2/26/18,44.087502,44.8475,44.052502,44.7425,152648800,43.029736
2/27/18,44.775002,45.119999,44.540001,44.5975,155712400,42.890293
2/28/18,44.814999,45.154999,44.512501,44.529999,151128400,42.825367
3/1/18,44.634998,44.945,43.165001,43.75,195208000,42.075233
3/2/18,43.200001,44.075001,43.112499,44.052502,153816000,42.36615
3/5/18,43.802502,44.435001,43.630001,44.205002,113605600,42.51281
3/6/18,44.477501,44.5625,44.032501,44.1675,95154000,42.476757
3/7/18,43.735001,43.962502,43.567501,43.7575,126814000,42.082439
3/8/18,43.869999,44.279999,43.767502,44.235001,95096400,42.541664
3/9/18,44.490002,45,44.3475,44.994999,128740800,43.272568
3/12/18,45.072498,45.5975,45.052502,45.43,128828400,43.690914
3/13/18,45.647499,45.875,44.810001,44.9925,126774000,43.270161
3/14/18,45.080002,45.130001,44.452499,44.610001,117473600,42.902306
3/15/18,44.625,45.060001,44.517502,44.662498,90975200,42.952797
3/16/18,44.662498,44.779999,44.404999,44.505001,157618800,42.801327
3/19/18,44.330002,44.3675,43.415001,43.825001,133787200,42.147354
3/20/18,43.810001,44.200001,43.735001,43.810001,78597600,42.132935
3/21/18,43.759998,43.772499,42.814999,42.817501,148219600,41.178425
3/22/18,42.5,43.169998,42.150002,42.212502,165963200,40.596588
3/23/18,42.0975,42.48,41.235001,41.235001,164115200,39.656502
3/26/18,42.017502,43.275002,41.610001,43.192501,150164800,41.539074
3/27/18,43.419998,43.787498,41.73,42.084999,163690400,40.473965
3/28/18,41.8125,42.505001,41.297501,41.619999,166674000,40.02676
3/29/18,41.952499,42.9375,41.724998,41.945,153594000,40.339329
4/2/18,41.66,42.235001,41.1175,41.669998,150347200,40.074856
4/3/18,41.91,42.1875,41.220001,42.0975,121112000,40.485985
4/4/18,41.220001,43.002499,41.192501,42.9025,138422000,41.26017
4/5/18,43.145,43.557499,43.02,43.200001,107732800,41.54628
4/6/18,42.7425,43.119999,42.049999,42.095001,140021200,40.483589
4/9/18,42.470001,43.272499,42.462502,42.512501,116070800,40.885101
4/10/18,43.25,43.5,42.8825,43.3125,113634400,41.65448
4/11/18,43.057499,43.48,42.924999,43.110001,89726400,41.459724
4/12/18,43.352501,43.75,43.259998,43.535,91557200,41.868465
4/13/18,43.695,43.959999,43.462502,43.682499,100497200,42.010315
4/16/18,43.7575,44.047501,43.7075,43.955002,86313600,42.272385
4/17/18,44.122501,44.735001,44.102501,44.560001,106421600,42.854218
4/18/18,44.452499,44.705002,44.220001,44.459999,83018000,42.758045
4/19/18,43.439999,43.8475,43.165001,43.200001,139235200,41.54628
4/20/18,42.650002,42.805,41.357498,41.43,261964400,39.844044
4/23/18,41.7075,41.73,41.022499,41.310001,146062000,39.728634
4/24/18,41.4175,41.5825,40.305,40.735001,134768000,39.175652
4/25/18,40.654999,41.355,40.602501,40.912498,113528400,39.346344
4/26/18,41.029999,41.432499,40.842499,41.055,111852000,39.483398
4/27/18,41,41.0825,40.157501,40.580002,142623200,39.026585
4/30/18,40.532501,41.814999,40.459999,41.314999,169709600,39.73344
5/1/18,41.602501,42.299999,41.317501,42.275002,214277600,40.6567
5/2/18,43.807499,44.4375,43.450001,44.142502,266157600,42.452709
5/3/18,43.970001,44.375,43.610001,44.2225,136272800,42.529636
5/4/18,44.5625,46.0625,44.5425,45.9575,224805200,44.198219
5/7/18,46.294998,46.9175,46.1875,46.290001,169805600,44.517998
5/8/18,46.247501,46.555,45.9175,46.512501,113611200,44.731987
5/9/18,46.637501,46.849998,46.305,46.84,92844800,45.046944
5/10/18,46.935001,47.592499,46.912498,47.509998,111957200,45.691292
5/11/18,47.372501,47.514999,46.862499,47.147499,104848800,45.517517
5/14/18,47.252499,47.3825,46.965,47.037498,83115200,45.41132
5/15/18,46.695,46.767502,46.275002,46.610001,94780800,44.9986
5/16/18,46.517502,47.115002,46.5,47.044998,76732400,45.41856
5/17/18,47,47.227501,46.59,46.747501,69176000,45.131348
5/18/18,46.797501,46.952499,46.532501,46.577499,73190800,44.967224
5/21/18,47,47.317501,46.727501,46.907501,73603200,45.28582
5/22/18,47.095001,47.220001,46.695,46.790001,60962800,45.172382
5/23/18,46.587502,47.125,46.439999,47.09,80233600,45.462009
5/24/18,47.192501,47.209999,46.552502,47.037498,92936000,45.41132
5/25/18,47.057499,47.412498,46.912498,47.145,69844000,45.515106
5/29/18,46.900002,47.1875,46.717499,46.974998,90056400,45.350979
5/30/18,46.93,47,46.695,46.875,74762000,45.254433
5/31/18,46.805,47.057499,46.535,46.717499,109931200,45.102379
6/1/18,46.997501,47.564999,46.9375,47.560001,93770000,45.915764
6/4/18,47.91,48.355,47.837502,47.9575,105064800,46.299515
6/5/18,48.267502,48.485001,48.09,48.327499,86264000,46.656719
6/6/18,48.407501,48.52,47.98,48.494999,83734400,46.818428
6/7/18,48.535,48.549999,48.084999,48.365002,85388800,46.692921
6/8/18,47.7925,48,47.442501,47.924999,106627200,46.268139
6/11/18,47.837502,47.9925,47.552502,47.807499,73234000,46.154701
6/12/18,47.8475,48.1525,47.787498,48.07,67644400,46.408119
6/13/18,48.105,48.220001,47.610001,47.674999,86553600,46.026775
6/14/18,47.887501,47.892502,47.555,47.700001,86440400,46.050911
6/15/18,47.5075,47.540001,47.064999,47.209999,246876800,45.577854
6/18/18,46.970001,47.305,46.799999,47.185001,73939600,45.553711
6/19/18,46.285,46.5825,45.862499,46.422501,134314000,44.817581
6/20/18,46.587502,46.799999,46.432499,46.625,82514800,45.013084
6/21/18,46.8125,47.087502,46.235001,46.365002,102847600,44.762074
6/22/18,46.529999,46.537498,46.174999,46.23,108801600,44.631737
6/25/18,45.849998,46.23,45.182499,45.5425,126652400,43.968006
6/26/18,45.747501,46.6325,45.634998,46.107498,98276800,44.51347
6/27/18,46.307499,46.82,46.0075,46.040001,101141200,44.448299
6/28/18,46.025002,46.552502,45.950001,46.375,69460800,44.771725
6/29/18,46.572498,46.797501,45.727501,46.2775,90950800,44.677597
7/2/18,45.955002,46.825001,45.855,46.794998,70925200,45.177208
7/3/18,46.947498,46.987499,45.884998,45.98,55819200,44.390381
7/5/18,46.314999,46.602501,46.07,46.349998,66416800,44.747585
7/6/18,46.355,47.107498,46.299999,46.9925,69940800,45.367878
7/9/18,47.375,47.669998,47.325001,47.645,79026400,45.997814
7/10/18,47.677502,47.82,47.544998,47.587502,63756400,45.94231
7/11/18,47.125,47.445,46.9025,46.970001,75326000,45.346149
7/12/18,47.3825,47.852501,47.327499,47.7575,72164400,46.106426
7/13/18,47.77,47.959999,47.724998,47.8325,50055600,46.178841
7/16/18,47.880001,48.162498,47.605,47.727501,60172400,46.077469
7/17/18,47.4375,47.967499,47.299999,47.862499,62138000,46.207802
7/18/18,47.945,47.950001,47.482498,47.599998,65573600,45.954376
7/19/18,47.422501,48.137501,47.422501,47.970001,81147200,46.311584
7/20/18,47.945,48.107498,47.5425,47.860001,82704800,46.205383
7/23/18,47.669998,47.990002,47.389999,47.9025,63957600,46.24641
7/24/18,48.112499,48.415001,48.012501,48.25,74791600,46.581894
7/25/18,48.264999,48.712502,48.107498,48.705002,66839600,47.021164
7/26/18,48.6525,48.990002,48.4025,48.552502,76304000,46.873936
7/27/18,48.747501,48.797501,47.525002,47.744999,96096000,46.094357
7/30/18,47.974998,48.049999,47.267502,47.477501,84118000,45.836105
7/31/18,47.575001,48.035,47.334999,47.572498,157492000,45.927818
8/1/18,49.782501,50.439999,49.327499,50.375,271742800,48.633434
8/2/18,50.145,52.095001,50.087502,51.8475,249616000,50.055027
8/3/18,51.7575,52.185001,51.369999,51.997501,133789600,50.199841
8/6/18,52,52.3125,51.767502,52.267502,101701600,50.46051
8/7/18,52.330002,52.375,51.689999,51.7775,102349600,49.98745
8/8/18,51.512501,51.952499,51.130001,51.8125,90102000,50.02124
8/9/18,52.3825,52.445,51.799999,52.220001,93970400,50.41465
8/10/18,51.84,52.275002,51.6675,51.8825,98444800,50.264481
8/13/18,52.327499,52.737499,51.924999,52.217499,103563600,50.589031
8/14/18,52.540001,52.639999,52.064999,52.4375,82992000,50.802181
8/15/18,52.305,52.685001,52.0825,52.560001,115230400,50.920856
8/16/18,52.9375,53.452499,52.8675,53.330002,114001600,51.666843
8/17/18,53.360001,54.487499,53.290001,54.395,141708000,52.698631
8/20/18,54.525002,54.794998,53.7775,53.865002,121150800,52.185158
8/21/18,54.200001,54.297501,53.5075,53.759998,104639200,52.083427
8/22/18,53.525002,54.09,53.459999,53.762501,76072400,52.085854
8/23/18,53.662498,54.262501,53.650002,53.872501,75532800,52.192421
8/24/18,54.150002,54.224998,53.7775,54.040001,73905600,52.354706
8/27/18,54.287498,54.685001,54.0825,54.485001,82100400,52.785831
8/28/18,54.752499,55.134998,54.73,54.924999,91107200,53.212097
8/29/18,55.037498,55.872501,54.852501,55.744999,109019200,54.006527
8/30/18,55.8125,57.064999,55.599998,56.2575,195175200,54.503052
8/31/18,56.627499,57.217499,56.5,56.907501,173360400,55.132774
9/4/18,57.102501,57.294998,56.657501,57.09,109560400,55.309586
9/5/18,57.247501,57.4175,56.275002,56.717499,133332000,54.948704
9/6/18,56.557499,56.837502,55.325001,55.775002,137160000,54.035595
9/7/18,55.462502,56.342499,55.177502,55.325001,150479200,53.599628
9/10/18,55.237499,55.462502,54.1175,54.5825,158066000,52.88028
9/11/18,54.502499,56.075001,54.139999,55.962502,142996000,54.217247
9/12/18,56.235001,56.25,54.959999,55.267502,197114800,53.543922
9/13/18,55.880001,57.087502,55.642502,56.602501,166825600,54.837284
9/14/18,56.4375,56.709999,55.630001,55.959999,127997200,54.214817
9/17/18,55.537498,55.737499,54.317501,54.470001,148780400,52.771297
9/18/18,54.447498,55.462502,54.279999,54.560001,126286800,52.858482
9/19/18,54.625,54.904999,53.825001,54.592499,108495200,52.889969
9/20/18,55.060001,55.57,54.787498,55.0075,106435200,53.292027
9/21/18,55.195,55.34,54.322498,54.415001,384986800,52.71801
9/24/18,54.205002,55.314999,54.157501,55.197498,110773600,53.476101
9/25/18,54.9375,55.705002,54.924999,55.547501,98217600,53.815186
9/26/18,55.25,55.9375,54.939999,55.105,95938800,53.386494
9/27/18,55.955002,56.610001,55.884998,56.237499,120724800,54.483662
9/28/18,56.197498,56.459999,56.005001,56.435001,91717600,54.675011
10/1/18,56.987499,57.355,56.587502,56.814999,94403200,55.043159
10/2/18,56.8125,57.5,56.657501,57.32,99152800,55.532413
10/3/18,57.512501,58.3675,57.445,58.017502,114619200,56.208157
10/4/18,57.695,58.087502,56.682499,56.997501,128168000,55.219967
10/5/18,56.990002,57.102501,55.145,56.072498,134322000,54.323814
10/8/18,55.552502,56.200001,55.049999,55.942501,118655600,54.197876
10/9/18,55.91,56.817501,55.5625,56.717499,107564000,54.948704
10/10/18,56.365002,56.587502,54.012501,54.09,167962400,52.403149
10/11/18,53.630001,54.875,53.080002,53.612499,212497600,51.940529
10/12/18,55.105,55.720001,54.209999,55.5275,161351600,53.795818
10/15/18,55.290001,55.4575,54.317501,54.34,123164000,52.645344
10/16/18,54.732498,55.747501,54.189999,55.537498,116736000,53.8055
10/17/18,55.575001,55.66,54.834999,55.297501,91541600,53.572983
10/18/18,54.465,54.935001,53.25,54.005001,130325200,52.320789
10/19/18,54.514999,55.314999,54.357498,54.827499,132314800,53.117638
10/22/18,54.947498,55.84,54.735001,55.162498,115168400,53.4422
10/23/18,53.9575,55.8125,53.674999,55.682499,155071200,53.945972
10/24/18,55.650002,56.057499,53.634998,53.772499,163702000,52.095543
10/25/18,54.427502,55.345001,54.1875,54.950001,119423200,53.23632
10/26/18,53.974998,55.047501,53.1675,54.075001,189033600,52.388607
10/29/18,54.797501,54.922501,51.522499,53.060001,183742000,51.405266
10/30/18,52.787498,53.794998,52.317501,53.325001,146640000,51.661995
10/31/18,54.220001,55.112499,54.154999,54.715,153435600,53.008659
11/1/18,54.762501,55.59,54.202499,55.555,233292800,53.822456
11/2/18,52.387501,53.412498,51.357498,51.869999,365314800,50.25238
11/5/18,51.075001,51.0975,49.5425,50.397499,264654800,48.825794
11/6/18,50.48,51.18,50.422501,50.942501,127531600,49.353802
11/7/18,51.4925,52.514999,51.032501,52.487499,133697600,50.85062
11/8/18,52.494999,52.529999,51.6875,52.122501,101450400,50.673195
11/9/18,51.387501,51.502499,50.5625,51.1175,137463200,49.69614
11/12/18,49.75,49.962502,48.447498,48.5425,204542000,47.192734
11/13/18,47.907501,49.294998,47.862499,48.057499,187531600,46.721222
11/14/18,48.474998,48.619999,46.482498,46.700001,243204000,45.401474
11/15/18,47.0975,47.9925,46.724998,47.852501,185915200,46.521931
11/16/18,47.625,48.7425,47.365002,48.3825,147713200,47.037186
11/19/18,47.5,47.674999,46.247501,46.465,167701200,45.173004
11/20/18,44.592499,45.3675,43.877499,44.244999,271300800,43.014729
11/21/18,44.932499,45.067501,44.137501,44.195,124496800,42.966125
11/23/18,43.735001,44.150002,43.025002,43.072498,94496000,41.87484
11/26/18,43.560001,43.737499,42.564999,43.654999,179994000,42.441139
11/27/18,42.877499,43.692501,42.720001,43.560001,165549600,42.348778
11/28/18,44.182499,45.322498,43.732498,45.235001,184250000,43.977207
11/29/18,45.665001,45.700001,44.424999,44.887501,167080000,43.639374
11/30/18,45.072498,45.0825,44.2575,44.645,158126000,43.40361
12/3/18,46.115002,46.235001,45.302502,46.205002,163210000,44.920231
12/4/18,45.237499,45.5975,44.067501,44.172501,165377200,42.944248
12/6/18,42.939999,43.695,42.605,43.68,172393600,42.465446
12/7/18,43.372501,43.622501,42.075001,42.122501,169126400,40.951248
12/10/18,41.25,42.522499,40.8325,42.400002,248104000,41.221031
12/11/18,42.915001,42.947498,41.75,42.157501,189126800,40.985283
12/12/18,42.599998,42.98,42.255001,42.275002,142510800,41.09951
12/13/18,42.622501,43.142502,42.387501,42.737499,127594400,41.549152
12/14/18,42.25,42.27,41.32,41.369999,162814800,40.219673
12/17/18,41.362499,42.087502,40.682499,40.985001,177151600,39.845383
12/18/18,41.345001,41.8825,41.0975,41.517502,135366000,40.363075
12/19/18,41.5,41.862499,39.772499,40.2225,196189200,39.10408
12/20/18,40.099998,40.5275,38.825001,39.2075,259092000,38.117302
12/21/18,39.215,39.540001,37.407501,37.682499,382978400,36.634705
12/24/18,37.037498,37.887501,36.647499,36.7075,148676800,35.686813
12/26/18,37.075001,39.307499,36.68,39.2925,234330000,38.19994
12/27/18,38.959999,39.192501,37.517502,39.037498,212468400,37.952026
12/28/18,39.375,39.630001,38.637501,39.057499,169165600,37.971478
12/31/18,39.6325,39.84,39.119999,39.435001,140014000,38.338478
1/2/19,38.7225,39.712502,38.557499,39.48,148158800,38.382229
1/3/19,35.994999,36.43,35.5,35.547501,365248800,34.559078
1/4/19,36.1325,37.137501,35.950001,37.064999,234428400,36.03437
1/7/19,37.174999,37.2075,36.474998,36.982498,219111200,35.95417
1/8/19,37.389999,37.955002,37.130001,37.6875,164101200,36.639565
1/9/19,37.822498,38.6325,37.407501,38.327499,180396400,37.261772
1/10/19,38.125,38.4925,37.715,38.450001,143122800,37.380867
1/11/19,38.220001,38.424999,37.877499,38.072498,108092800,37.013863
1/14/19,37.712502,37.817501,37.305,37.5,129756800,36.457287
1/15/19,37.567501,38.3475,37.512501,38.267502,114843600,37.203442
1/16/19,38.27,38.970001,38.25,38.735001,122278800,37.65794
1/17/19,38.549999,39.415001,38.314999,38.965,119284800,37.881542
1/18/19,39.375,39.470001,38.994999,39.205002,135004000,38.114872
1/22/19,39.102501,39.182499,38.154999,38.325001,121576000,37.259346
1/23/19,38.537498,38.785,37.924999,38.48,92522400,37.41003
1/24/19,38.5275,38.619999,37.935001,38.174999,101766000,37.113518
1/25/19,38.869999,39.532501,38.580002,39.439999,134142000,38.34333
1/28/19,38.947498,39.0825,38.415001,39.075001,104768400,37.988491
1/29/19,39.0625,39.532501,38.5275,38.669998,166348800,37.594753
1/30/19,40.8125,41.537498,40.057499,41.3125,244439200,40.163769
1/31/19,41.5275,42.25,41.139999,41.610001,162958400,40.453007
2/1/19,41.740002,42.244999,41.482498,41.630001,130672400,40.47245
2/4/19,41.852501,42.915001,41.82,42.8125,125982000,41.622059
2/5/19,43.215,43.77,43.087502,43.544998,144406400,42.334198
2/6/19,43.662498,43.892502,43.212502,43.560001,112958400,42.348778
2/7/19,43.099998,43.485001,42.584999,42.735001,126966800,41.546719
2/8/19,42.247501,42.665001,42.105,42.602501,95280000,41.595535
2/11/19,42.762501,42.802502,42.3125,42.357498,83973600,41.356327
2/12/19,42.525002,42.75,42.424999,42.7225,89134000,41.712708
2/13/19,42.8475,43.119999,42.48,42.544998,89960800,41.539394
